period,metric,metric_label,anomaly_value,anomaly_baseline,anomaly_deviation,driver_type,account_number,account_name,management_group,management_line,driver_actual,driver_expected,driver_variance,contribution_pct,driver_direction,root_cause_status,explanation_level
2021-03-01,net_working_capital,Net Working Capital,592804313.03,,,WORKING_CAPITAL_COMPONENT,,Inventory,Working Capital,Inventory,34126761.2,16375043.884999998,17751717.315000005,7.250931310588885,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2021-03-01,net_working_capital,Net Working Capital,592804313.03,,,WORKING_CAPITAL_COMPONENT,,Other Current Assets,Working Capital,Other Current Assets,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2021-03-01,operating_cash_flow,Operating Cash Flow,-250482799.51,,,CASH_FLOW_COMPONENT,,Operating Cash Flow,Cash Flow,Operating Cash Flow,-250482799.51,-520520330.895,270037531.385,58.06318070108798,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-03-01,operating_cash_flow,Operating Cash Flow,-250482799.51,,,CASH_FLOW_COMPONENT,,Financing Cash Flow,Cash Flow,Financing Cash Flow,-27066819.79,-200826055.655,173759235.865,37.36152474349307,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-03-01,operating_cash_flow,Operating Cash Flow,-250482799.51,,,CASH_FLOW_COMPONENT,,Net Profit,Cash Flow,Net Profit,-258809270.51,-280087836.93,21278566.420000017,4.575294555418949,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-03-01,operating_cash_flow,Operating Cash Flow,-250482799.51,,,CASH_FLOW_COMPONENT,,Investing Cash Flow,Cash Flow,Investing Cash Flow,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,free_cash_flow,Free Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Operating Cash Flow,Cash Flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,51.49701612892503,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,free_cash_flow,Free Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Net Profit,Cash Flow,Net Profit,-69690408.92,-173505136.57,103814727.64999999,26.154146792084827,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,free_cash_flow,Free Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Financing Cash Flow,Cash Flow,Financing Cash Flow,-7055529.22,-95765684.94,88710155.72,22.348837078990147,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,free_cash_flow,Free Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Investing Cash Flow,Cash Flow,Investing Cash Flow,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,operating_cash_flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Operating Cash Flow,Cash Flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,51.49701612892503,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,operating_cash_flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Net Profit,Cash Flow,Net Profit,-69690408.92,-173505136.57,103814727.64999999,26.154146792084827,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,operating_cash_flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Financing Cash Flow,Cash Flow,Financing Cash Flow,-7055529.22,-95765684.94,88710155.72,22.348837078990147,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-08-01,operating_cash_flow,Operating Cash Flow,-73431054.84,-277840273.26,204409218.42,CASH_FLOW_COMPONENT,,Investing Cash Flow,Cash Flow,Investing Cash Flow,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2021-12-01,operating_costs,Operating Costs,-44379408.43,-38545853.55,-5833554.880000003,ACCOUNT,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-27479192.42,-23939698.93,-3539493.490000002,41.045593129787946,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2021-12-01,operating_costs,Operating Costs,-44379408.43,-38545853.55,-5833554.880000003,ACCOUNT,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,-1927299.44,-391826.16,-1535473.28,17.80605380137058,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2021-12-01,operating_costs,Operating Costs,-44379408.43,-38545853.55,-5833554.880000003,ACCOUNT,502,Energy consumption,Operating Costs,Energy Consumption,1015210.1,-207005.56,1222215.66,14.173374478283108,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2021-12-01,operating_costs,Operating Costs,-44379408.43,-38545853.55,-5833554.880000003,ACCOUNT,548,Other operating expenses,Operating Costs,Other Operating Costs,-1571950.19,-947460.02,-624490.1699999999,7.241875003807985,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2021-12-01,operating_costs,Operating Costs,-44379408.43,-38545853.55,-5833554.880000003,ACCOUNT,518,Other services,Operating Costs,Other Services,-258802.77,249457.6,-508260.37,5.894020828108789,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,135382552.53000003,WORKING_CAPITAL_COMPONENT,,Current Liabilities,Working Capital,Current Liabilities,-1058618959.46,-823450566.99,-235168392.47000003,40.38447926495822,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,135382552.53000003,WORKING_CAPITAL_COMPONENT,,Cash,Working Capital,Cash,271483763.22,136101210.69,135382552.53000003,23.24867652519402,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,135382552.53000003,WORKING_CAPITAL_COMPONENT,,Receivables,Working Capital,Receivables,-111312961.11,23748231.005000003,-135061192.115,23.19349065229742,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,135382552.53000003,WORKING_CAPITAL_COMPONENT,,Inventory,Working Capital,Inventory,151061997.87,74350438.48,76711559.39,13.173353557550326,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,135382552.53000003,WORKING_CAPITAL_COMPONENT,,Other Current Assets,Working Capital,Other Current Assets,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,98880606.67999998,ACCOUNT,541,Net book value of sold long-term intangible and tangible assets,Non-Core Operating Items,Fixed Asset Disposal Costs,-8859600.0,-90109108.5,81249508.5,87.40396820454438,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,98880606.67999998,ACCOUNT,641,Revenues from sale of long-term intangible and tangible assets,Other Operating Income,Other Operating Income,-2581222.8,-8247049.6,5665826.8,6.094999891348948,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,98880606.67999998,ACCOUNT,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-22885372.75,-24111708.560000002,1226335.8100000024,1.319227871333331,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,98880606.67999998,ACCOUNT,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-810234.86,-1689014.31,878779.4500000001,0.9453449322294302,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,ebitda,EBITDA,-53172301.59,-152052908.26999998,98880606.67999998,ACCOUNT,604,Revenues from goods,Revenue,Sales Revenue,484760.97,-327573.005,812333.975,0.8738663683408147,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,free_cash_flow,Free Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Operating Cash Flow,Cash Flow,Operating Cash Flow,-54808147.37,-231631890.77499998,176823743.40499997,49.22350052076263,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,free_cash_flow,Free Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Net Profit,Cash Flow,Net Profit,-61488863.86,-160449059.24,98960195.38000001,27.54815125514678,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,free_cash_flow,Free Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Financing Cash Flow,Cash Flow,Financing Cash Flow,1113099.28,-82329228.93,83442328.21000001,23.228348224090592,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,free_cash_flow,Free Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Investing Cash Flow,Cash Flow,Investing Cash Flow,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,98960195.38000001,ACCOUNT,541,Net book value of sold long-term intangible and tangible assets,Non-Core Operating Items,Fixed Asset Disposal Costs,-8859600.0,-90109108.5,81249508.5,77.73326701249687,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,98960195.38000001,ACCOUNT,641,Revenues from sale of long-term intangible and tangible assets,Other Operating Income,Other Operating Income,-2581222.8,-8247049.6,5665826.8,5.42062635973928,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,98960195.38000001,ACCOUNT,662,Interest revenues,Financial Result,Interest Income,-7191194.47,-4211867.050000001,-2979327.419999999,2.8503908285982225,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,98960195.38000001,ACCOUNT,663,Foreign exchange gains,Financial Result,FX Gains,-706104.9,-2540521.825,1834416.9250000003,1.7550287167985572,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,net_profit,Net Profit,-61488863.86,-160449059.24,98960195.38000001,ACCOUNT,591,Income tax - payable,Tax,Income Tax,-6168066.92,-4424462.42,-1743604.5,1.6681463883894274,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,net_working_capital,Net Working Capital,1369851759.44,1069969574.125,299882185.31500006,WORKING_CAPITAL_COMPONENT,,Current Liabilities,Working Capital,Current Liabilities,-1058618959.46,-823450566.99,-235168392.47000003,52.61730669467172,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,net_working_capital,Net Working Capital,1369851759.44,1069969574.125,299882185.31500006,WORKING_CAPITAL_COMPONENT,,Receivables,Working Capital,Receivables,-111312961.11,23748231.005000003,-135061192.115,30.2190106987677,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,net_working_capital,Net Working Capital,1369851759.44,1069969574.125,299882185.31500006,WORKING_CAPITAL_COMPONENT,,Inventory,Working Capital,Inventory,151061997.87,74350438.48,76711559.39,17.16368260656059,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,net_working_capital,Net Working Capital,1369851759.44,1069969574.125,299882185.31500006,WORKING_CAPITAL_COMPONENT,,Other Current Assets,Working Capital,Other Current Assets,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-01-01,operating_cash_flow,Operating Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Operating Cash Flow,Cash Flow,Operating Cash Flow,-54808147.37,-231631890.77499998,176823743.40499997,49.22350052076263,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,operating_cash_flow,Operating Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Net Profit,Cash Flow,Net Profit,-61488863.86,-160449059.24,98960195.38000001,27.54815125514678,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,operating_cash_flow,Operating Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Financing Cash Flow,Cash Flow,Financing Cash Flow,1113099.28,-82329228.93,83442328.21000001,23.228348224090592,POSITIVE,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,operating_cash_flow,Operating Cash Flow,-54808147.37,-231631890.775,176823743.405,CASH_FLOW_COMPONENT,,Investing Cash Flow,Cash Flow,Investing Cash Flow,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,CASH_FLOW_COMPONENT
2022-01-01,operating_costs,Operating Costs,-34991924.84,-38600300.025,3608375.184999995,ACCOUNT,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-22885372.75,-24111708.560000002,1226335.8100000024,26.85622137786334,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,operating_costs,Operating Costs,-34991924.84,-38600300.025,3608375.184999995,ACCOUNT,521,Payroll costs (Wages),Operating Costs,Payroll Costs,-810234.86,-1689014.31,878779.4500000001,19.244888112267507,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,operating_costs,Operating Costs,-34991924.84,-38600300.025,3608375.184999995,ACCOUNT,501,Material consumption,Operating Costs,Material Consumption,-5789447.2,-6516965.415,727518.2149999999,15.932332791022333,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,operating_costs,Operating Costs,-34991924.84,-38600300.025,3608375.184999995,ACCOUNT,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-3974372.75,-4653417.285,679044.5350000001,14.870780261556774,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,operating_costs,Operating Costs,-34991924.84,-38600300.025,3608375.184999995,ACCOUNT,524,Statutory social and health insurance,Operating Costs,Social & Health Insurance,102141.23,-415324.22,517465.44999999995,11.332268508570783,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,revenue,Revenue,-6739553.95,-8183211.045,1443657.0949999997,ACCOUNT,604,Revenues from goods,Revenue,Sales Revenue,484760.97,-327573.005,812333.975,55.00011240935307,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,revenue,Revenue,-6739553.95,-8183211.045,1443657.0949999997,ACCOUNT,602,Revenues from services,Revenue,Sales Revenue,-7866698.03,-8380660.585000001,513962.55500000063,34.79849319265311,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-01-01,revenue,Revenue,-6739553.95,-8183211.045,1443657.0949999997,ACCOUNT,601,Revenues from own products,Revenue,Sales Revenue,642383.11,491711.795,150671.315,10.201394397993813,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-05-01,net_working_capital,Net Working Capital,1841216799.85,1307969688.305,533247111.54499984,WORKING_CAPITAL_COMPONENT,,Current Liabilities,Working Capital,Current Liabilities,-1492064795.56,-1014940242.94,-477124552.6199999,67.24181690356107,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-05-01,net_working_capital,Net Working Capital,1841216799.85,1307969688.305,533247111.54499984,WORKING_CAPITAL_COMPONENT,,Receivables,Working Capital,Receivables,-205990395.05,-49819930.36,-156170464.69,22.00931755610693,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-05-01,net_working_capital,Net Working Capital,1841216799.85,1307969688.305,533247111.54499984,WORKING_CAPITAL_COMPONENT,,Inventory,Working Capital,Inventory,196394238.65,120124026.18,76270212.47,10.748865540332003,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-05-01,net_working_capital,Net Working Capital,1841216799.85,1307969688.305,533247111.54499984,WORKING_CAPITAL_COMPONENT,,Other Current Assets,Working Capital,Other Current Assets,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,136823282.65500003,WORKING_CAPITAL_COMPONENT,,Current Liabilities,Working Capital,Current Liabilities,-1766715383.54,-1168110976.635,-598604406.905,70.56931189849055,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,136823282.65500003,WORKING_CAPITAL_COMPONENT,,Cash,Working Capital,Cash,418652218.16,281828935.505,136823282.65500003,16.130059848003068,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,136823282.65500003,WORKING_CAPITAL_COMPONENT,,Inventory,Working Capital,Inventory,235398043.54,156434327.64499998,78963715.89500001,9.309011145556783,POSITIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,136823282.65500003,WORKING_CAPITAL_COMPONENT,,Receivables,Working Capital,Receivables,-159710481.83,-125851577.34,-33858904.49000001,3.9916171079495864,NEGATIVE,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,136823282.65500003,WORKING_CAPITAL_COMPONENT,,Other Current Assets,Working Capital,Other Current Assets,0.0,0.0,0.0,0.0,NEUTRAL,DRIVER_IDENTIFIED,WORKING_CAPITAL_COMPONENT
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-213057211.29500002,ACCOUNT,541,Net book value of sold long-term intangible and tangible assets,Non-Core Operating Items,Fixed Asset Disposal Costs,-282647910.0,-70021718.0,-212626192.0,88.45101362279219,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-213057211.29500002,ACCOUNT,641,Revenues from sale of long-term intangible and tangible assets,Other Operating Income,Other Operating Income,-23707656.4,-5078431.6,-18629224.799999997,7.749627649668192,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-213057211.29500002,ACCOUNT,504,Cost of goods sold,Operating Costs,Cost of Goods Sold,-27803070.7,-24327890.61,-3475180.09,1.4456506914361997,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-213057211.29500002,ACCOUNT,549,Shortages and damages in operating area,Operating Costs,Shortages & Damages,-4079885.73,-5005460.07,925574.3400000003,0.38503247312187633,POSITIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
2022-08-01,ebitda,EBITDA,-354958132.73,-141900921.435,-213057211.29500002,ACCOUNT,602,Revenues from services,Revenue,Sales Revenue,-9367392.05,-8529243.54,-838148.5100000016,0.3486639373005049,NEGATIVE,DRIVER_IDENTIFIED,P&L_ACCOUNT
