calendar_year,calendar_month,year_month,period,management_group,management_line,actual_amount,plan_amount,variance,abs_variance,contribution_pct,driver_rank,driver_type,root_cause_status,analysis_level
2021,1,2021-01,2021-01-01,Operating Costs,Energy Consumption,499759.84,0.0,499759.84,499759.84,0.08782179263528252,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Inventory Change,-70245.92,0.0,-70245.92,70245.92,0.012344174393273866,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Material Consumption,-7077580.47,0.0,-7077580.47,7077580.47,1.2437289967034273,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Other Operating Costs,-947460.02,0.0,-947460.02,947460.02,0.1664952458097886,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Other Services,769317.88,0.0,769317.88,769317.88,0.13519068544598373,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Payroll Costs,-2164169.36,0.0,-2164169.36,2164169.36,0.38030513368491564,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Repairs & Maintenance,-390241.61,0.0,-390241.61,390241.61,0.06857637410616825,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Shortages & Damages,-3837911.43,0.0,-3837911.43,3837911.43,0.6744284649963883,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Operating Costs,Social & Health Insurance,-3737.38,0.0,-3737.38,3737.38,0.0006567622787762462,24,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Other Operating Income,Other Operating Income,-107829182.0,0.0,-107829182.0,107829182.0,18.94860551747443,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Revenue,Sales Revenue,-9271506.6,0.0,-9271506.6,9271506.6,1.629263227797282,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,1,2021-01,2021-01-01,Tax,Income Tax,-8790799.530000001,0.0,-8790799.530000001,8790799.530000001,1.544789540155926,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Closing Accounts,Closing Balance Sheet Account,113241418.02,0.0,113241418.02,113241418.02,21.755042084906993,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Closing Accounts,Opening Balance Sheet Account,-101966184.6,0.0,-101966184.6,101966184.6,19.58893376643002,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Closing Accounts,Profit and Loss Account,-11275233.42,0.0,-11275233.42,11275233.42,2.1661083184769696,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,EBITDA Adjustments,Depreciation,-16319580.8,0.0,-16319580.8,16319580.8,3.135188284637485,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,EBITDA Adjustments,Provisions,-897306.5599999999,0.0,-897306.5599999999,897306.5599999999,0.17238341162785026,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Financial Result,FX Gains,-1928856.61,0.0,-1928856.61,1928856.61,0.37055661665142614,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Financial Result,FX Losses,-643984.49,0.0,-643984.49,643984.49,0.12371718693511083,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Financial Result,Interest Expense,-2293377.5,0.0,-2293377.5,2293377.5,0.44058547571584705,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Financial Result,Interest Income,-3829561.7,0.0,-3829561.7,3829561.7,0.7357049868055685,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Financial Result,Other Financial Expenses,-5192224.71,0.0,-5192224.71,5192224.71,0.9974889846433592,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-197605531.0,0.0,-197605531.0,197605531.0,37.96240561343152,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Cost of Goods Sold,-23939698.93,0.0,-23939698.93,23939698.93,4.5991048754809025,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Energy Consumption,-497987.98,0.0,-497987.98,497987.98,0.0956694966568189,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Material Consumption,-5257125.2,0.0,-5257125.2,5257125.2,1.0099571514675485,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Other Operating Costs,-1668779.03,0.0,-1668779.03,1668779.03,0.3205925770167274,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Other Services,-297415.62,0.0,-297415.62,297415.62,0.057137127412745424,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Payroll Costs,-409612.98,0.0,-409612.98,409612.98,0.07869159336074663,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Repairs & Maintenance,-117501.2,0.0,-117501.2,117501.2,0.022573397575925847,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Shortages & Damages,-4691555.63,0.0,-4691555.63,4691555.63,0.9013044163426693,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Operating Costs,Social & Health Insurance,-586868.48,0.0,-586868.48,586868.48,0.1127445125991844,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Other Operating Income,Other Operating Income,-19379880.0,0.0,-19379880.0,19379880.0,3.7231086679432535,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Revenue,Sales Revenue,-5795763.390000001,0.0,-5795763.390000001,5795763.390000001,1.1134360437039434,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,2,2021-02,2021-02-01,Tax,Income Tax,-2694080.79,0.0,-2694080.79,2694080.79,0.5175654101773803,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Closing Accounts,Closing Balance Sheet Account,210576523.45,0.0,210576523.45,210576523.45,30.225782475375556,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Closing Accounts,Opening Balance Sheet Account,-187739368.37,0.0,-187739368.37,187739368.37,26.94777754635792,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Closing Accounts,Profit and Loss Account,-22837155.08,0.0,-22837155.08,22837155.08,3.2780049290176363,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,EBITDA Adjustments,Depreciation,-22237374.81,0.0,-22237374.81,22237374.81,3.191913527768216,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,EBITDA Adjustments,Provisions,-2553379.74,0.0,-2553379.74,2553379.74,0.3665076207633202,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Financial Result,FX Gains,-3645907.67,0.0,-3645907.67,3645907.67,0.5233271513521291,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Financial Result,FX Losses,-964004.14,0.0,-964004.14,964004.14,0.13837145263688458,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Financial Result,Interest Expense,-2187644.04,0.0,-2187644.04,2187644.04,0.31401056396627386,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Financial Result,Interest Income,-4635685.77,0.0,-4635685.77,4635685.77,0.6653981527123262,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Financial Result,Other Financial Expenses,-4093901.83,0.0,-4093901.83,4093901.83,0.587631442298474,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-174631237.0,0.0,-174631237.0,174631237.0,25.066259507418774,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Cost of Goods Sold,-24283718.19,0.0,-24283718.19,24283718.19,3.4856420444159473,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Energy Consumption,-367619.33,0.0,-367619.33,367619.33,0.05276742972234355,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Inventory Change,-565549.0,0.0,-565549.0,565549.0,0.08117790517718879,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Material Consumption,-7136004.08,0.0,-7136004.08,7136004.08,1.0242894294752043,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Other Operating Costs,-1463829.96,0.0,-1463829.96,1463829.96,0.21011556856860863,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Other Services,76490.39,0.0,76490.39,76490.39,0.010979295563047923,24,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Payroll Costs,-1614933.66,0.0,-1614933.66,1614933.66,0.2318047269448455,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Repairs & Maintenance,-118138.22,0.0,-118138.22,118138.22,0.016957351566286687,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Shortages & Damages,-4615278.94,0.0,-4615278.94,4615278.94,0.6624689923553864,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Operating Costs,Social & Health Insurance,-871798.52,0.0,-871798.52,871798.52,0.12513642069948586,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Other Operating Income,Other Operating Income,-4925402.4,0.0,-4925402.4,4925402.4,0.706983566387171,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Revenue,Sales Revenue,-7779051.090000001,0.0,-7779051.090000001,7779051.090000001,1.1165912622116336,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,3,2021-03,2021-03-01,Tax,Income Tax,-6758489.390000001,0.0,-6758489.390000001,6758489.390000001,0.9701016372453254,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Closing Accounts,Closing Balance Sheet Account,190541830.07,0.0,190541830.07,190541830.07,39.64089919249806,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Closing Accounts,Opening Balance Sheet Account,-174919121.32,0.0,-174919121.32,174919121.32,36.390703566451045,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Closing Accounts,Profit and Loss Account,-15622708.75,0.0,-15622708.75,15622708.75,3.2501956260470135,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,EBITDA Adjustments,Depreciation,-6170651.99,0.0,-6170651.99,6170651.99,1.2837611216272788,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,EBITDA Adjustments,Provisions,-1656991.09,0.0,-1656991.09,1656991.09,0.3447254428984266,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Financial Result,FX Gains,-2629386.77,0.0,-2629386.77,2629386.77,0.5470255840902036,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Financial Result,FX Losses,-1579020.02,0.0,-1579020.02,1579020.02,0.3285041054384803,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Financial Result,Interest Expense,-4024895.32,0.0,-4024895.32,4024895.32,0.8373514077295396,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Financial Result,Interest Income,-5195587.24,0.0,-5195587.24,5195587.24,1.0809056990321015,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Financial Result,Other Financial Expenses,-4358633.71,0.0,-4358633.71,4358633.71,0.9067833527769676,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-7660426.0,0.0,-7660426.0,7660426.0,1.5936982169533704,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Cost of Goods Sold,-23444258.92,0.0,-23444258.92,23444258.92,4.877414603130056,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Energy Consumption,-704868.2,0.0,-704868.2,704868.2,0.14664291431405144,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Inventory Change,-908687.43,0.0,-908687.43,908687.43,0.18904608398526934,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Material Consumption,-6057808.61,0.0,-6057808.61,6057808.61,1.260284843219134,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Other Operating Costs,-1715634.98,0.0,-1715634.98,1715634.98,0.35692589531820185,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Other Services,374272.31,0.0,374272.31,374272.31,0.07786474448053139,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Payroll Costs,-1330477.34,0.0,-1330477.34,1330477.34,0.27679653382917135,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Shortages & Damages,-4478927.9,0.0,-4478927.9,4478927.9,0.9318097202548142,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Operating Costs,Social & Health Insurance,-489588.47,0.0,-489588.47,489588.47,0.10185546752620922,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Other Operating Income,Other Operating Income,-10615518.4,0.0,-10615518.4,10615518.4,2.208484586381449,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Revenue,Sales Revenue,-9210169.600000001,0.0,-9210169.600000001,9210169.600000001,1.9161115673407905,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,4,2021-04,2021-04-01,Tax,Income Tax,-6980333.550000001,0.0,-6980333.550000001,6980333.550000001,1.4522097246778174,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Closing Accounts,Closing Balance Sheet Account,93476754.74,0.0,93476754.74,93476754.74,27.767645192258865,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Closing Accounts,Opening Balance Sheet Account,-63843557.76,0.0,-63843557.76,63843557.76,18.96498508770508,3,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Closing Accounts,Profit and Loss Account,-29633196.98,0.0,-29633196.98,29633196.98,8.802660104553786,4,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,EBITDA Adjustments,Depreciation,-2037149.31,0.0,-2037149.31,2037149.31,0.6051433792398148,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,EBITDA Adjustments,Provisions,-942243.79,0.0,-942243.79,942243.79,0.2798972997950407,17,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Financial Result,FX Gains,-1267198.75,0.0,-1267198.75,1267198.75,0.3764264749663681,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Financial Result,FX Losses,-723041.57,0.0,-723041.57,723041.57,0.2147824005107711,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Financial Result,Interest Expense,-3883347.84,0.0,-3883347.84,3883347.84,1.153564062842912,12,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Financial Result,Interest Income,-3349064.54,0.0,-3349064.54,3349064.54,0.9948530640730677,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Financial Result,Other Financial Expenses,-3956215.15,0.0,-3956215.15,3956215.15,1.1752095897530213,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Non-Core Operating Items,Fixed Asset Disposal Costs,-9357009.0,0.0,-9357009.0,9357009.0,2.7795370805870676,6,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Cost of Goods Sold,-23285599.06,0.0,-23285599.06,23285599.06,6.917080664446658,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Energy Consumption,-493522.82,0.0,-493522.82,493522.82,0.1466029345815417,19,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Inventory Change,-437370.88,0.0,-437370.88,437370.88,0.1299227754220389,21,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Material Consumption,-6472062.68,0.0,-6472062.68,6472062.68,1.9225521966414387,8,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Other Operating Costs,-99480.57,0.0,-99480.57,99480.57,0.029551102613339094,24,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Other Services,350605.81,0.0,350605.81,350605.81,0.10414886312113882,22,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Payroll Costs,-1763094.96,0.0,-1763094.96,1763094.96,0.523734434573716,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Repairs & Maintenance,136149.86,0.0,136149.86,136149.86,0.04044386239093475,23,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Shortages & Damages,-6151548.92,0.0,-6151548.92,6151548.92,1.8273422977561875,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Operating Costs,Social & Health Insurance,-438822.28,0.0,-438822.28,438822.28,0.13035391961766424,20,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Other Operating Income,Other Operating Income,-71935509.6,0.0,-71935509.6,71935509.6,21.368731861231186,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Revenue,Sales Revenue,-7772793.73,0.0,-7772793.73,7772793.73,2.308939575914661,7,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,5,2021-05,2021-05-01,Tax,Income Tax,-4833773.35,0.0,-4833773.35,4833773.35,1.4358917754037182,10,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Closing Accounts,Closing Balance Sheet Account,150141515.76,0.0,150141515.76,150141515.76,30.84374252492902,1,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Closing Accounts,Opening Balance Sheet Account,-129632768.13,0.0,-129632768.13,129632768.13,26.630607149237058,2,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Closing Accounts,Profit and Loss Account,-20508747.63,0.0,-20508747.63,20508747.63,4.213135375691962,5,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,EBITDA Adjustments,Depreciation,-2865514.92,0.0,-2865514.92,2865514.92,0.5886659925233632,14,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,EBITDA Adjustments,Provisions,-2415356.0300000003,0.0,-2415356.0300000003,2415356.0300000003,0.49618933922606845,18,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Financial Result,FX Gains,-3052288.67,0.0,-3052288.67,3052288.67,0.6270351366355357,13,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Financial Result,FX Losses,-2818520.24,0.0,-2818520.24,2818520.24,0.579011821905568,16,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Financial Result,Interest Expense,-2833851.44,0.0,-2833851.44,2833851.44,0.582161327776776,15,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Financial Result,Interest Income,-3075847.06,0.0,-3075847.06,3075847.06,0.6318747635154413,11,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
2021,6,2021-06,2021-06-01,Financial Result,Other Financial Expenses,-4655333.32,0.0,-4655333.32,4655333.32,0.9563504242179565,9,MANAGEMENT_LINE,DRIVER_IDENTIFIED,MANAGEMENT_LINE
