period,year_month,calendar_year,calendar_month,rolling_data_type,forecast_horizon_month,rolling_revenue,rolling_operating_costs,rolling_ebitda,rolling_ebitda_margin,anomaly_count,high_critical_anomaly_count,max_robust_score,anomaly_max_severity,anomaly_controller_status,variance_metric,root_cause_total_variance,root_cause_primary_account,root_cause_primary_driver,root_cause_primary_variance,root_cause_primary_contribution_pct,root_cause_controller_interpretation,analysis_type,pvm_total_variance,pvm_price_effect,pvm_volume_effect,pvm_mix_effect,reconciliation_check,pvm_top_driver_account,pvm_top_driver_name,pvm_top_driver_variance,price_status,volume_status,mix_status,ml_predicted_revenue,ml_revenue_lower_bound,ml_revenue_upper_bound,revenue_prediction_rmse,revenue_prediction_mape_pct,ml_predicted_expenses,ml_expense_lower_bound,ml_expense_upper_bound,expense_prediction_rmse,ml_predicted_operating_cf,ml_predicted_closing_cash,ml_ocf_lower_bound,ml_ocf_upper_bound,ml_cash_lower_bound,ml_cash_upper_bound,cash_prediction_rmse,cash_prediction_mape_pct,anomaly_risk_predicted,anomaly_risk_confidence
2021-07-01,2021-07,2021,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-9782161.680000002,602.0,Sales Revenue,-8347773.7,85.33669727691519,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021-07,2021,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-36618568.17,504.0,Cost of Goods Sold,-24727122.75,66.09557602351903,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021-07,2021,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-160559203.4,541.0,Fixed Asset Disposal Costs,-70849783.0,43.95811261690316,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021-07,2021,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-172114794.13,541.0,Fixed Asset Disposal Costs,-70849783.0,38.65742710887248,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021-08,2021,8,,,,,,,2.0,0.0,0.1199043590601272,LOW,WATCH,EBITDA,-57480114.2,504.0,Cost of Goods Sold,-23887952.93,38.84420811910636,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021-08,2021,8,,,,,,,2.0,0.0,0.1199043590601272,LOW,WATCH,NET_PROFIT,-69795776.50999999,504.0,Cost of Goods Sold,-23887952.93,28.561267436765547,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021-08,2021,8,,,,,,,2.0,0.0,0.1199043590601272,LOW,WATCH,OPERATING_COSTS,-38545853.55,504.0,Cost of Goods Sold,-23887952.93,58.284021860303824,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021-08,2021,8,,,,,,,2.0,0.0,0.1199043590601272,LOW,WATCH,REVENUE,-8762319.159999998,602.0,Sales Revenue,-8697619.77,89.68636151769577,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021-09,2021,9,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-39605247.12,504.0,Cost of Goods Sold,-24767828.29,59.16134276378872,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021-09,2021,9,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-164433781.70999998,541.0,Fixed Asset Disposal Costs,-113703778.0,67.52432952162168,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021-09,2021,9,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-181984375.87,541.0,Fixed Asset Disposal Costs,-113703778.0,57.00907320234023,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021-09,2021,9,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-7964188.369999999,602.0,Sales Revenue,-8815371.37,91.19455632876144,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021-10,2021,10,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-5918231.210000001,602.0,Sales Revenue,-7776598.16,80.7122607214091,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021-10,2021,10,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-37429779.31,504.0,Cost of Goods Sold,-23873117.77,62.35859550674523,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021-10,2021,10,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-136213605.54999998,541.0,Fixed Asset Disposal Costs,-90021766.0,63.757008144471214,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021-10,2021,10,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-153079811.66,541.0,Fixed Asset Disposal Costs,-90021766.0,54.13161336986141,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021-11,2021,11,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-91359770.69,541.0,Fixed Asset Disposal Costs,-28132539.0,29.161393983576662,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021-11,2021,11,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-114233091.38000004,541.0,Fixed Asset Disposal Costs,-28132539.0,21.800698546371702,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021-11,2021,11,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-38195722.4,504.0,Cost of Goods Sold,-25100441.81,59.76543106470146,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021-11,2021,11,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-9112830.13,602.0,Sales Revenue,-9221866.55,90.90796491625343,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2021-12,2021,12,,,,,,,1.0,0.0,0.0,MEDIUM,WATCH,EBITDA,-146555251.9,541.0,Fixed Asset Disposal Costs,-90196451.0,60.28287476433732,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2021-12,2021,12,,,,,,,1.0,0.0,0.0,MEDIUM,WATCH,NET_PROFIT,-157904129.08999997,541.0,Fixed Asset Disposal Costs,-90196451.0,52.01570961337924,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2021-12,2021,12,,,,,,,1.0,0.0,0.0,MEDIUM,WATCH,OPERATING_COSTS,-44379408.43,504.0,Cost of Goods Sold,-27479192.42,59.20985539308165,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2021-12,2021,12,,,,,,,1.0,0.0,0.0,MEDIUM,WATCH,REVENUE,-8402233.719999999,602.0,Sales Revenue,-8360867.31,94.83186242443875,UNFAVORABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,2022-01,2022,1,,,,,,,11.0,0.0,0.0,NORMAL,WATCH,EBITDA,-52586435.18000001,504.0,Cost of Goods Sold,-22885372.75,41.13790030760333,UNFAVORABLE,REVENUE,-793382.6499999994,-337788.64098323265,-455594.00901676697,1.7462298274040222e-10,0.0,602.0,Sales Revenue,-793382.6499999994,UNFAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6977626184202272
2022-01-01,2022-01,2022,1,,,,,,,11.0,0.0,0.0,NORMAL,WATCH,NET_PROFIT,-70658586.92,504.0,Cost of Goods Sold,-22885372.75,28.69925913082957,UNFAVORABLE,REVENUE,-793382.6499999994,-337788.64098323265,-455594.00901676697,1.7462298274040222e-10,0.0,602.0,Sales Revenue,-793382.6499999994,UNFAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6977626184202272
2022-01-01,2022-01,2022,1,,,,,,,11.0,0.0,0.0,NORMAL,WATCH,OPERATING_COSTS,-34991924.84,504.0,Cost of Goods Sold,-22885372.75,65.02226945913006,UNFAVORABLE,REVENUE,-793382.6499999994,-337788.64098323265,-455594.00901676697,1.7462298274040222e-10,0.0,602.0,Sales Revenue,-793382.6499999994,UNFAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6977626184202272
2022-01-01,2022-01,2022,1,,,,,,,11.0,0.0,0.0,NORMAL,WATCH,REVENUE,-6739553.95,602.0,Sales Revenue,-7866698.03,87.46760209691962,UNFAVORABLE,REVENUE,-793382.6499999994,-337788.64098323265,-455594.00901676697,1.7462298274040222e-10,0.0,602.0,Sales Revenue,-793382.6499999994,UNFAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6977626184202272
2022-02-01,2022-02,2022,2,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-38551819.03000001,504.0,Cost of Goods Sold,-23192484.91,60.15924927420991,UNFAVORABLE,REVENUE,1092308.3199999994,581209.0445203796,511099.2754796204,-5.820766091346741e-10,0.0,602.0,Sales Revenue,1092308.3199999994,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.454582045776664
2022-02-01,2022-02,2022,2,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-7930526.78,602.0,Sales Revenue,-8039938.1,94.75056855139267,UNFAVORABLE,REVENUE,1092308.3199999994,581209.0445203796,511099.2754796204,-5.820766091346741e-10,0.0,602.0,Sales Revenue,1092308.3199999994,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.454582045776664
2022-02-01,2022-02,2022,2,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-54320815.49,504.0,Cost of Goods Sold,-23192484.91,42.0052101306086,UNFAVORABLE,REVENUE,1092308.3199999994,581209.0445203796,511099.2754796204,-5.820766091346741e-10,0.0,602.0,Sales Revenue,1092308.3199999994,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.454582045776664
2022-02-01,2022-02,2022,2,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-62561522.81999999,504.0,Cost of Goods Sold,-23192484.91,31.06545219159947,UNFAVORABLE,REVENUE,1092308.3199999994,581209.0445203796,511099.2754796204,-5.820766091346741e-10,0.0,602.0,Sales Revenue,1092308.3199999994,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.454582045776664
2022-03-01,2022-03,2022,3,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-9632863.55,602.0,Sales Revenue,-9154658.19,95.0356884272486,UNFAVORABLE,REVENUE,765676.7299999986,1106205.3829149783,-340528.6529149798,0.0,0.0,602.0,Sales Revenue,765676.7299999986,FAVORABLE,UNFAVORABLE,NEUTRAL,,,,,,,,,,,,,,,,,,NORMAL,0.6101020617749368
2022-03-01,2022-03,2022,3,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-41011832.48,504.0,Cost of Goods Sold,-26951286.25,64.21227215141697,UNFAVORABLE,REVENUE,765676.7299999986,1106205.3829149783,-340528.6529149798,0.0,0.0,602.0,Sales Revenue,765676.7299999986,FAVORABLE,UNFAVORABLE,NEUTRAL,,,,,,,,,,,,,,,,,,NORMAL,0.6101020617749368
2022-03-01,2022-03,2022,3,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-267722562.4,541.0,Fixed Asset Disposal Costs,-210633650.0,78.46310288867669,UNFAVORABLE,REVENUE,765676.7299999986,1106205.3829149783,-340528.6529149798,0.0,0.0,602.0,Sales Revenue,765676.7299999986,FAVORABLE,UNFAVORABLE,NEUTRAL,,,,,,,,,,,,,,,,,,NORMAL,0.6101020617749368
2022-03-01,2022-03,2022,3,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-286931327.82000005,541.0,Fixed Asset Disposal Costs,-210633650.0,70.9663373094951,UNFAVORABLE,REVENUE,765676.7299999986,1106205.3829149783,-340528.6529149798,0.0,0.0,602.0,Sales Revenue,765676.7299999986,FAVORABLE,UNFAVORABLE,NEUTRAL,,,,,,,,,,,,,,,,,,NORMAL,0.6101020617749368
2022-04-01,2022-04,2022,4,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-150730406.93999997,541.0,Fixed Asset Disposal Costs,-98530357.0,64.23607601942857,UNFAVORABLE,REVENUE,-850160.3200000003,-948523.1860985912,98362.86609859156,-6.984919309616089e-10,0.0,602.0,Sales Revenue,-850160.3200000003,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.5656090350773764
2022-04-01,2022-04,2022,4,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-163763212.73,541.0,Fixed Asset Disposal Costs,-98530357.0,56.09846836181568,UNFAVORABLE,REVENUE,-850160.3200000003,-948523.1860985912,98362.86609859156,-6.984919309616089e-10,0.0,602.0,Sales Revenue,-850160.3200000003,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.5656090350773764
2022-04-01,2022-04,2022,4,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-39388497.23,504.0,Cost of Goods Sold,-25196027.02,60.00550165267551,UNFAVORABLE,REVENUE,-850160.3200000003,-948523.1860985912,98362.86609859156,-6.984919309616089e-10,0.0,602.0,Sales Revenue,-850160.3200000003,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.5656090350773764
2022-04-01,2022-04,2022,4,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-8326267.13,602.0,Sales Revenue,-8259096.41,96.15099207427392,UNFAVORABLE,REVENUE,-850160.3200000003,-948523.1860985912,98362.86609859156,-6.984919309616089e-10,0.0,602.0,Sales Revenue,-850160.3200000003,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.5656090350773764
2022-05-01,2022-05,2022,5,,,,,,,1.0,0.0,0.0630933256190179,LOW,WATCH,EBITDA,-77329282.93,504.0,Cost of Goods Sold,-25290555.2,32.45380486760379,UNFAVORABLE,REVENUE,1301713.9000000004,577989.9245631949,723723.9754368057,-2.3283064365386963e-10,0.0,602.0,Sales Revenue,1301713.9000000004,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6663767628570261
2022-05-01,2022-05,2022,5,,,,,,,1.0,0.0,0.0630933256190179,LOW,WATCH,NET_PROFIT,-91466670.97,504.0,Cost of Goods Sold,-25290555.2,24.72142677711033,UNFAVORABLE,REVENUE,1301713.9000000004,577989.9245631949,723723.9754368057,-2.3283064365386963e-10,0.0,602.0,Sales Revenue,1301713.9000000004,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6663767628570261
2022-05-01,2022-05,2022,5,,,,,,,1.0,0.0,0.0630933256190179,LOW,WATCH,OPERATING_COSTS,-39878691.190000005,504.0,Cost of Goods Sold,-25290555.2,63.1824701019664,UNFAVORABLE,REVENUE,1301713.9000000004,577989.9245631949,723723.9754368057,-2.3283064365386963e-10,0.0,602.0,Sales Revenue,1301713.9000000004,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6663767628570261
2022-05-01,2022-05,2022,5,,,,,,,1.0,0.0,0.0630933256190179,LOW,WATCH,REVENUE,-8852259.05,602.0,Sales Revenue,-8052342.73,90.96370411799008,UNFAVORABLE,REVENUE,1301713.9000000004,577989.9245631949,723723.9754368057,-2.3283064365386963e-10,0.0,602.0,Sales Revenue,1301713.9000000004,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.6663767628570261
2022-06-01,2022-06,2022,6,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-38844651.89,504.0,Cost of Goods Sold,-23776793.01,60.44884264270618,UNFAVORABLE,REVENUE,629568.7299999995,552807.148277079,76761.58172292118,-6.984919309616089e-10,0.0,602.0,Sales Revenue,629568.7299999995,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.5407444684944687
2022-06-01,2022-06,2022,6,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-220825911.17,541.0,Fixed Asset Disposal Costs,-167666902.0,75.14077745730341,UNFAVORABLE,REVENUE,629568.7299999995,552807.148277079,76761.58172292118,-6.984919309616089e-10,0.0,602.0,Sales Revenue,629568.7299999995,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.5407444684944687
2022-06-01,2022-06,2022,6,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-235958954.84,541.0,Fixed Asset Disposal Costs,-167666902.0,67.30547114380153,UNFAVORABLE,REVENUE,629568.7299999995,552807.148277079,76761.58172292118,-6.984919309616089e-10,0.0,602.0,Sales Revenue,629568.7299999995,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.5407444684944687
2022-06-01,2022-06,2022,6,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-8053369.059999999,602.0,Sales Revenue,-9001908.44,90.46736993993903,UNFAVORABLE,REVENUE,629568.7299999995,552807.148277079,76761.58172292118,-6.984919309616089e-10,0.0,602.0,Sales Revenue,629568.7299999995,FAVORABLE,FAVORABLE,UNFAVORABLE,,,,,,,,,,,,,,,,,,WATCH,0.5407444684944687
2022-07-01,2022-07,2022,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,REVENUE,-9304011.06,602.0,Sales Revenue,-8846777.73,95.08563213165398,UNFAVORABLE,REVENUE,499004.03000000026,577323.0859636549,-78319.05596365574,1.0477378964424131e-09,-5.820766091346741e-11,602.0,Sales Revenue,499004.03000000026,FAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.6583387445887448
2022-07-01,2022-07,2022,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,OPERATING_COSTS,-38810811.46,504.0,Cost of Goods Sold,-23791526.06,59.92953819500869,UNFAVORABLE,REVENUE,499004.03000000026,577323.0859636549,-78319.05596365574,1.0477378964424131e-09,-5.820766091346741e-11,602.0,Sales Revenue,499004.03000000026,FAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.6583387445887448
2022-07-01,2022-07,2022,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,EBITDA,-204569695.21,641.0,Other Operating Income,-107199837.2,51.98205940808223,UNFAVORABLE,REVENUE,499004.03000000026,577323.0859636549,-78319.05596365574,1.0477378964424131e-09,-5.820766091346741e-11,602.0,Sales Revenue,499004.03000000026,FAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.6583387445887448
2022-07-01,2022-07,2022,7,,,,,,,0.0,0.0,0.0,NORMAL,NORMAL,NET_PROFIT,-224117365.11,641.0,Other Operating Income,-107199837.2,45.82987109863525,UNFAVORABLE,REVENUE,499004.03000000026,577323.0859636549,-78319.05596365574,1.0477378964424131e-09,-5.820766091346741e-11,602.0,Sales Revenue,499004.03000000026,FAVORABLE,UNFAVORABLE,FAVORABLE,,,,,,,,,,,,,,,,,,NORMAL,0.6583387445887448
